30	01.06.2021	М01	53	Продажа	37	90
54	01.06.2021	М02	29	Продажа	82	51
61	01.06.2021	М02	44	Продажа	33	76
72	01.06.2021	М03	18	Продажа	72	81
79	01.06.2021	М03	29	Продажа	88	47
84	01.06.2021	М03	38	Продажа	26	90
101	01.06.2021	М04	18	Продажа	82	78
102	01.06.2021	М04	20	Продажа	109	94
107	01.06.2021	М04	28	Продажа	29	35
108	01.06.2021	М04	29	Продажа	66	45
111	01.06.2021	М04	38	Продажа	36	81
123	01.06.2021	М05	3	Продажа	114	86
139	01.06.2021	М05	30	Продажа	69	236
141	01.06.2021	М05	38	Продажа	63	69
156	01.06.2021	М06	3	Продажа	361	108
159	01.06.2021	М06	9	Продажа	339	79
163	01.06.2021	М06	18	Продажа	570	54
165	01.06.2021	М06	20	Продажа	678	107
172	01.06.2021	М06	29	Продажа	557	33
173	01.06.2021	М06	30	Продажа	207	194
175	01.06.2021	М06	32	Продажа	325	61
176	01.06.2021	М06	33	Продажа	248	55
189	01.06.2021	М06	53	Продажа	311	88
198	01.06.2021	М07	33	Продажа	81	62
201	01.06.2021	М07	38	Продажа	55	81
216	01.06.2021	М08	3	Продажа	428	85
223	01.06.2021	М08	18	Продажа	647	84
224	01.06.2021	М08	20	Продажа	825	89
233	01.06.2021	М08	44	Продажа	215	58
237	01.06.2021	М08	52	Продажа	788	39
251	01.06.2021	М09	18	Продажа	36	71
280	01.06.2021	М10	9	Продажа	41	121
292	01.06.2021	М10	32	Продажа	33	50
294	01.06.2021	М10	33	Продажа	36	71
316	01.06.2021	М11	18	Продажа	659	54
320	01.06.2021	М11	29	Продажа	531	32
321	01.06.2021	М11	33	Продажа	286	56
331	01.06.2021	М11	53	Продажа	322	74
343	01.06.2021	М12	18	Продажа	547	71
350	01.06.2021	М12	28	Продажа	274	48
351	01.06.2021	М12	30	Продажа	268	264
367	01.06.2021	М13	2	Продажа	29	110
372	01.06.2021	М13	9	Продажа	40	99
379	01.06.2021	М13	18	Продажа	70	71
382	01.06.2021	М13	28	Продажа	30	49
398	01.06.2021	М14	1	Продажа	9	227
408	01.06.2021	М14	20	Продажа	37	103
412	01.06.2021	М14	29	Продажа	41	46
415	01.06.2021	М14	32	Продажа	19	74
416	01.06.2021	М14	33	Продажа	19	52
418	01.06.2021	М14	38	Продажа	16	63
441	01.06.2021	М15	18	Продажа	42	74
443	01.06.2021	М15	28	Продажа	21	35
461	01.06.2021	М16	18	Продажа	335	54
463	01.06.2021	М16	20	Продажа	361	120
473	01.06.2021	М16	44	Продажа	107	65
481	01.06.2021	М17	3	Продажа	159	106
538	01.06.2021	М19	20	Продажа	108	84
542	01.06.2021	М19	29	Продажа	79	37
543	01.06.2021	М19	33	Продажа	39	46
566	01.06.2021	М20	26	Продажа	298	68
567	01.06.2021	М20	28	Продажа	297	34
583	01.06.2021	М21	1	Продажа	23	295
586	01.06.2021	М21	9	Продажа	32	85
599	01.06.2021	М21	32	Продажа	47	83
615	01.06.2021	М22	3	Продажа	39	86
624	01.06.2021	М22	29	Продажа	84	35
625	01.06.2021	М22	30	Продажа	28	274
626	01.06.2021	М22	32	Продажа	32	65
628	01.06.2021	М22	38	Продажа	35	67
663	01.06.2021	М23	32	Продажа	21	74
665	01.06.2021	М23	38	Продажа	17	88
681	01.06.2021	М24	18	Продажа	323	82
688	01.06.2021	М24	32	Продажа	183	80
693	01.06.2021	М24	44	Продажа	115	80
697	01.06.2021	М24	52	Продажа	309	32
698	01.06.2021	М24	53	Продажа	164	92
745	01.06.2021	М26	38	Продажа	35	90
754	01.06.2021	М26	52	Продажа	96	30
770	01.06.2021	М27	18	Продажа	175	84
783	01.06.2021	М27	44	Продажа	60	63
803	01.06.2021	М28	30	Продажа	225	200
806	01.06.2021	М28	38	Продажа	284	81
823	01.06.2021	М29	1	Продажа	8	319
831	01.06.2021	М29	26	Продажа	26	82
833	01.06.2021	М29	28	Продажа	21	36
840	01.06.2021	М29	44	Продажа	17	64
843	01.06.2021	М29	52	Продажа	56	29
853	01.06.2021	М30	9	Продажа	17	116
861	01.06.2021	М30	30	Продажа	12	255
865	01.06.2021	М30	32	Продажа	17	63
880	01.06.2021	М30	53	Продажа	20	101
891	01.06.2021	М31	20	Продажа	41	102
895	01.06.2021	М31	32	Продажа	24	53
896	01.06.2021	М31	33	Продажа	20	65
919	01.06.2021	М32	18	Продажа	76	52
924	01.06.2021	М32	26	Продажа	47	69
932	01.06.2021	М32	38	Продажа	39	82
946	01.06.2021	М33	1	Продажа	37	242
948	01.06.2021	М33	3	Продажа	116	68
960	01.06.2021	М33	29	Продажа	154	48
961	01.06.2021	М33	33	Продажа	69	45
973	01.06.2021	М34	2	Продажа	128	101
978	01.06.2021	М34	18	Продажа	332	70
981	01.06.2021	М34	30	Продажа	114	224
983	01.06.2021	М34	32	Продажа	187	65
984	01.06.2021	М34	33	Продажа	108	67
988	01.06.2021	М34	38	Продажа	116	67
1001	01.06.2021	М35	3	Продажа	432	77
1005	01.06.2021	М35	9	Продажа	240	121
1013	01.06.2021	М35	28	Продажа	245	36
1032	01.06.2021	М36	1	Продажа	131	319
1033	01.06.2021	М36	3	Продажа	342	75
1036	01.06.2021	М36	9	Продажа	330	88
1043	01.06.2021	М36	18	Продажа	559	58
1045	01.06.2021	М36	26	Продажа	379	88
1052	01.06.2021	М36	44	Продажа	258	90
1075	01.06.2021	М37	38	Продажа	74	93
1089	01.06.2021	М38	2	Продажа	35	90
1090	01.06.2021	М38	9	Продажа	32	112
1100	01.06.2021	М38	32	Продажа	46	70
1101	01.06.2021	М38	33	Продажа	32	58
1115	01.06.2021	М39	3	Продажа	84	110
1119	01.06.2021	М39	9	Продажа	56	108
1123	01.06.2021	М39	20	Продажа	212	92
1129	01.06.2021	М39	30	Продажа	55	239
1130	01.06.2021	М39	33	Продажа	76	75
1137	01.06.2021	М39	52	Продажа	213	31
1146	01.06.2021	М40	1	Продажа	9	207
1155	01.06.2021	М40	18	Продажа	40	74
1168	01.06.2021	М40	44	Продажа	13	54
1171	01.06.2021	М40	52	Продажа	50	33
1192	01.06.2021	М41	30	Продажа	211	266
1193	01.06.2021	М41	32	Продажа	299	77
1200	01.06.2021	М41	52	Продажа	642	33
1218	01.06.2021	М42	29	Продажа	667	34
1223	01.06.2021	М42	38	Продажа	217	70
1228	01.06.2021	М42	52	Продажа	889	44
1240	01.06.2021	М43	18	Продажа	88	78
1244	01.06.2021	М43	26	Продажа	50	93
1247	01.06.2021	М43	30	Продажа	28	274
1250	01.06.2021	М43	44	Продажа	24	88
1292	01.06.2021	М45	1	Продажа	44	251
1296	01.06.2021	М45	9	Продажа	66	124
1303	01.06.2021	М45	30	Продажа	67	232
1307	01.06.2021	М45	38	Продажа	61	105
1313	01.06.2021	М45	52	Продажа	207	41
1314	01.06.2021	М45	53	Продажа	75	79
1324	01.06.2021	М46	9	Продажа	32	81
1334	01.06.2021	М46	26	Продажа	48	74
1337	01.06.2021	М46	29	Продажа	96	39
1342	01.06.2021	М46	33	Продажа	37	55
1349	01.06.2021	М46	52	Продажа	78	42
1365	01.06.2021	М47	20	Продажа	85	118
1374	01.06.2021	М47	32	Продажа	37	68
1388	01.06.2021	М48	1	Продажа	86	304
1401	01.06.2021	М48	28	Продажа	148	41
1403	01.06.2021	М48	30	Продажа	108	205
1406	01.06.2021	М48	38	Продажа	105	95
1410	01.06.2021	М48	44	Продажа	143	59
1428	01.06.2021	М49	20	Продажа	774	94
1434	01.06.2021	М49	29	Продажа	739	49
1452	01.06.2021	М50	18	Продажа	60	64
1453	01.06.2021	М50	20	Продажа	109	87
1456	01.06.2021	М50	33	Продажа	37	61
1465	01.06.2021	М50	52	Продажа	106	43
1480	01.06.2021	М51	18	Продажа	606	65
1486	01.06.2021	М51	28	Продажа	297	40
1488	01.06.2021	М51	29	Продажа	732	35
1492	01.06.2021	М51	33	Продажа	302	48
1501	01.06.2021	М51	52	Продажа	804	35
1508	01.06.2021	М52	2	Продажа	15	99
1518	01.06.2021	М52	30	Продажа	13	258
1520	01.06.2021	М52	32	Продажа	22	74
1532	01.06.2021	М52	53	Продажа	18	74
1542	01.06.2021	М53	9	Продажа	150	84
1548	01.06.2021	М53	18	Продажа	238	54
1553	01.06.2021	М53	26	Продажа	188	65
1555	01.06.2021	М53	30	Продажа	116	253
1559	01.06.2021	М53	44	Продажа	104	83
1568	01.06.2021	М54	1	Продажа	33	220
1578	01.06.2021	М54	18	Продажа	129	64
1582	01.06.2021	М54	26	Продажа	73	69
1588	01.06.2021	М54	38	Продажа	76	87
1611	01.06.2021	М55	29	Продажа	321	47
1614	01.06.2021	М55	38	Продажа	150	97
1617	01.06.2021	М55	44	Продажа	125	74
1624	01.06.2021	М55	52	Продажа	410	29
1638	01.06.2021	М56	28	Продажа	274	49
1639	01.06.2021	М56	29	Продажа	551	42
1641	01.06.2021	М56	32	Продажа	283	68
1646	01.06.2021	М56	44	Продажа	193	75
1652	01.06.2021	М56	52	Продажа	665	37
1653	01.06.2021	М56	53	Продажа	340	71
1662	01.06.2021	М57	1	Продажа	10	304
1675	01.06.2021	М57	32	Продажа	20	81
1676	01.06.2021	М57	33	Продажа	16	50
1687	01.06.2021	М57	53	Продажа	18	103
1694	01.06.2021	М58	9	Продажа	60	87
1704	01.06.2021	М58	20	Продажа	151	124
1708	01.06.2021	М58	26	Продажа	96	97
1710	01.06.2021	М58	28	Продажа	68	50
1717	01.06.2021	М58	38	Продажа	74	84
1731	01.06.2021	М59	1	Продажа	127	304
1742	01.06.2021	М59	26	Продажа	301	84
1744	01.06.2021	М59	30	Продажа	258	255
1762	01.06.2021	М60	2	Продажа	219	71
1768	01.06.2021	М60	9	Продажа	237	97
1774	01.06.2021	М60	20	Продажа	811	133
1779	01.06.2021	М60	28	Продажа	305	40
1780	01.06.2021	М60	33	Продажа	221	54
1790	01.06.2021	М60	53	Продажа	281	75
1825	01.06.2021	М62	1	Продажа	9	213
1826	01.06.2021	М62	2	Продажа	14	77
1833	01.06.2021	М62	18	Продажа	35	61
1834	01.06.2021	М62	20	Продажа	49	120
1840	01.06.2021	М62	30	Продажа	13	196
1841	01.06.2021	М62	33	Продажа	18	47
1848	01.06.2021	М62	44	Продажа	17	77
1877	01.06.2021	М63	52	Продажа	57	45
1893	01.06.2021	М64	26	Продажа	26	92
1895	01.06.2021	М64	29	Продажа	33	51
1897	01.06.2021	М64	30	Продажа	16	186
1902	01.06.2021	М64	52	Продажа	43	42
1910	01.06.2021	М65	1	Продажа	173	205
1911	01.06.2021	М65	2	Продажа	214	108
1912	01.06.2021	М65	3	Продажа	326	82
1921	01.06.2021	М65	20	Продажа	789	82
